original_path,archive_path,reason,category,needed_for_reproducibility,safe_to_ignore_for_final_review
scripts/17_official_badnets_asr_pilot.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/17_official_badnets_asr_pilot.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/19_official_badnets_full_bounded_eval.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/19_official_badnets_full_bounded_eval.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/20_clean_utility_and_tradeoff_eval.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/20_clean_utility_and_tradeoff_eval.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/21_clean_sensitivity_probe.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/21_clean_sensitivity_probe.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/22_generate_sensitivity_aware_adapters.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/22_generate_sensitivity_aware_adapters.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/23_smoke_check_sensitivity_aware_adapters.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/23_smoke_check_sensitivity_aware_adapters.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/24_sensaware_official_bounded_eval.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/24_sensaware_official_bounded_eval.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/25_sensaware_failure_analysis.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/25_sensaware_failure_analysis.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/28_smoke_check_expanded_sensaware_adapters.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/28_smoke_check_expanded_sensaware_adapters.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/29_expanded_sensaware_official_bounded_eval.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/29_expanded_sensaware_official_bounded_eval.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/30_analyze_tradeoff_results.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/30_analyze_tradeoff_results.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/31_plot_tradeoff_results.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/31_plot_tradeoff_results.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/32_extract_eval_case_diagnostics.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/32_extract_eval_case_diagnostics.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/33_create_report_ready_results.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/33_create_report_ready_results.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/34_create_report_ready_plots.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/34_create_report_ready_plots.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/36_base_model_control_eval.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/36_base_model_control_eval.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/37_clean_behaviour_similarity_analysis.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/37_clean_behaviour_similarity_analysis.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/38_wilson_ci_and_final_comparison.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/38_wilson_ci_and_final_comparison.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/39_discover_official_asr_and_clean_utility_sources.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/39_discover_official_asr_and_clean_utility_sources.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/39b_audit_official_asr_scorer.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/39b_audit_official_asr_scorer.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/43_real_asr_clean_utility_tradeoff.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/43_real_asr_clean_utility_tradeoff.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
scripts/44_official_rule_based_asr_rescore_existing_outputs.py,archive/final_minimal_cleanup_20260606T142716Z/dev_smoke_scripts/scripts/44_official_rule_based_asr_rescore_existing_outputs.py,"Development, smoke, pilot, diagnostic, or superseded script; preserved outside final visible script set.",MOVE_TO_ARCHIVE_SMOKE_AND_DEV_SCRIPTS,false,true
outputs/adapter_tensor_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/adapter_tensor_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/asr_utility_tradeoff_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/asr_utility_tradeoff_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/backdoorllm_official_trigger_verification.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/backdoorllm_official_trigger_verification.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/backdoorllm_trigger_source_candidates.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/backdoorllm_trigger_source_candidates.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/base_control_preflight_check.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/base_control_preflight_check.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/base_model_control_eval_outputs.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/base_model_control_eval_outputs.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/base_model_control_eval_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/base_model_control_eval_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/bounded_eval_outputs.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/bounded_eval_outputs.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/bounded_eval_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/bounded_eval_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/clean_adapter_candidate_comparison.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/clean_adapter_candidate_comparison.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/clean_candidate_FlagAlpha_Llama2_Chinese_7b_Chat_LoRA_tensor_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/clean_candidate_FlagAlpha_Llama2_Chinese_7b_Chat_LoRA_tensor_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/clean_candidate_Luciano_lora_4bit_Llama_2_7b_chat_hf_lener_br_tensor_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/clean_candidate_Luciano_lora_4bit_Llama_2_7b_chat_hf_lener_br_tensor_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/clean_candidate_manojpatil_llama_2_7b_chat_lora_adaptor_tensor_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/clean_candidate_manojpatil_llama_2_7b_chat_lora_adaptor_tensor_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/clean_reference_candidates.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/clean_reference_candidates.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/clean_sensitivity_component_scores.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/clean_sensitivity_component_scores.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/clean_sensitivity_component_scores_expanded.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/clean_sensitivity_component_scores_expanded.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/clean_utility_dataset_audit_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/clean_utility_dataset_audit_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/clean_utility_eval_outputs.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/clean_utility_eval_outputs.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/clean_utility_eval_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/clean_utility_eval_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/clean_utility_perplexity_outputs.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/clean_utility_perplexity_outputs.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/clean_vs_backdoor_spectral_comparison.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/clean_vs_backdoor_spectral_comparison.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/consolidated_tradeoff_results.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/consolidated_tradeoff_results.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/eval_case_diagnostics.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/eval_case_diagnostics.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/expanded_sensaware_adapter_smoke_check_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/expanded_sensaware_adapter_smoke_check_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/expanded_sensaware_asr_utility_tradeoff_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/expanded_sensaware_asr_utility_tradeoff_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/expanded_sensaware_official_bounded_eval_outputs.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/expanded_sensaware_official_bounded_eval_outputs.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/expanded_sensaware_official_bounded_eval_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/expanded_sensaware_official_bounded_eval_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/final_submission_runner_quick_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/final_submission_runner_quick_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/flagalpha_adapter_tensor_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/flagalpha_adapter_tensor_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/official_asr_clean_utility_discovery_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/official_asr_clean_utility_discovery_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/official_asr_scorer_audit_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/official_asr_scorer_audit_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/official_badnets_asr_pilot_outputs.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/official_badnets_asr_pilot_outputs.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/official_badnets_asr_pilot_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/official_badnets_asr_pilot_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/official_badnets_full_bounded_eval_outputs.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/official_badnets_full_bounded_eval_outputs.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/official_badnets_full_bounded_eval_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/official_badnets_full_bounded_eval_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/official_badnets_prompt_file_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/official_badnets_prompt_file_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/official_rule_based_asr_eval_outputs.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/official_rule_based_asr_eval_outputs.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/official_rule_based_asr_rescore_existing_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/official_rule_based_asr_rescore_existing_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/peft_loading_smoke_test_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/peft_loading_smoke_test_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/README.md,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/README.md,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/real_asr_clean_utility_tradeoff_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/real_asr_clean_utility_tradeoff_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/real_eval_prompt_file_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/real_eval_prompt_file_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/report_ready_main_results.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/report_ready_main_results.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/sanitised_adapter_generation_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/sanitised_adapter_generation_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/sanitised_adapter_smoke_check_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/sanitised_adapter_smoke_check_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/sensaware_adapter_smoke_check_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/sensaware_adapter_smoke_check_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/sensaware_asr_utility_tradeoff_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/sensaware_asr_utility_tradeoff_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
outputs/sensaware_failure_analysis_summary.csv,archive/final_minimal_cleanup_20260606T142716Z/intermediate_outputs/outputs/sensaware_failure_analysis_summary.csv,"Intermediate, pilot, smoke, old heuristic, per-record, or superseded output; final summaries are in outputs/final_results.",MOVE_TO_ARCHIVE_INTERMEDIATE_OUTPUTS,false,true
