repo_id,key,shape,dtype,lora_kind,module_name,target_module_hint,inferred_rank
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.19.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.19.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.2.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.2.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.2.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.2.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.2.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.2.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.2.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.2.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.20.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.20.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.20.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.20.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.20.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.20.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.20.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.20.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.21.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.21.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.21.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.21.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.21.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.21.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.21.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.21.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.22.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.22.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.22.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.22.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.22.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.22.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.22.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.22.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.23.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.23.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.23.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.23.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.23.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.23.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.23.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.23.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.24.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.24.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.24.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.24.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.24.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.24.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.24.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.24.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.25.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.25.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.25.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.25.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.25.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.25.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.25.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.25.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.26.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.26.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.26.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.26.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.26.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.26.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.26.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.26.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.27.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.27.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.27.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.27.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.27.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.27.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.27.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.27.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.28.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.28.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.28.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.28.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.28.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.28.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.28.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.28.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.29.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.29.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.29.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.29.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.29.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.29.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.29.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.29.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.3.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.3.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.3.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.3.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.3.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.3.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.3.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.3.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.30.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.30.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.30.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.30.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.30.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.30.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.30.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.30.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.31.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.31.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.31.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.31.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.31.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.31.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.31.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.31.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.4.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.4.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.4.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.4.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.4.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.4.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.4.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.4.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.5.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.5.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.5.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.5.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.5.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.5.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.5.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.5.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.6.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.6.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.6.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.6.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.6.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.6.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.6.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.6.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.7.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.7.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.7.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.7.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.7.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.7.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.7.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.7.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.8.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.8.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.8.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.8.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.8.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.8.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.8.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.8.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.9.self_attn.q_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.9.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.9.self_attn.q_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.9.self_attn.q_proj,q_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.9.self_attn.v_proj.lora_A.weight,64x4096,torch.float32,A,base_model.model.model.layers.9.self_attn.v_proj,v_proj,64
manojpatil/llama-2-7b-chat-lora-adaptor,base_model.model.model.layers.9.self_attn.v_proj.lora_B.weight,4096x64,torch.float32,B,base_model.model.model.layers.9.self_attn.v_proj,v_proj,64
